Employee_ID,Attrition_Status,Attrition_Date
E13299,No,
E13300,No,
E13301,No,
E13302,Yes,2024-08-16
E13303,No,
E13304,No,
E13305,Yes,2024-06-04
E13306,Yes,2024-03-12
E13307,Yes,2023-10-20
E13308,No,
E13309,No,
E13310,Yes,2023-11-27
E13311,No,
E13312,No,
E13313,Yes,2024-01-29
E13314,No,
E13315,No,
E13316,No,
E13317,No,
E13318,No,
E13319,No,
E13320,No,
E13321,No,
E13322,Yes,2023-11-23
E13323,No,
E13324,No,
E13325,Yes,2025-02-14
E13326,No,
E13327,No,
E13328,No,
E13329,No,
E13330,No,
E13331,No,
E13332,No,
E13333,No,
E13334,No,
E13335,No,
E13336,No,
E13337,No,
E13338,No,
E13339,No,
E13340,No,
E13341,No,
E13342,No,
E13343,No,
E13344,No,
E13345,Yes,2023-07-02
E13346,No,
E13347,No,
E13348,No,
E13349,Yes,2023-05-27
E13350,Yes,2023-02-12
E13351,No,
E13352,No,
E13353,Yes,2025-01-22
E13354,No,
E13355,No,
E13356,No,
E13357,No,
E13358,No,
E13359,Yes,2025-01-18
E13360,No,
E13361,No,
E13362,Yes,2023-08-04
E13363,Yes,2024-03-16
E13364,No,
E13365,Yes,2024-06-15
E13366,Yes,2023-10-12
E13367,Yes,2024-08-11
E13368,No,
E13369,No,
E13370,No,
E13371,No,
E13372,No,
E13373,No,
E13374,No,
E13375,No,
E13376,No,
E13377,No,
E13378,No,
E13379,No,
E13380,No,
E13381,Yes,2024-09-22
E13382,No,
E13383,No,
E13384,No,
E13385,No,
E13386,No,
E13387,Yes,2023-11-18
E13388,No,
E13389,No,
E13390,Yes,2023-04-12
E13391,No,
E13392,Yes,2023-12-22
E13393,No,
E13394,No,
E13395,Yes,2023-10-19
E13396,No,
E13397,No,
E13398,No,
E13399,No,
E13400,No,
E13401,No,
E13402,No,
E13403,No,
E13404,No,
E13405,No,
E13406,No,
E13407,Yes,2023-06-19
E13408,Yes,2023-05-02
E13409,No,
E13410,No,
E13411,No,
E13412,No,
E13413,No,
E13414,No,
E13415,No,
E13416,No,
E13417,No,
E13418,No,
E13419,No,
E13420,No,
E13421,Yes,2023-10-22
E13422,No,
E13423,No,
E13424,Yes,2023-10-08
E13425,No,
E13426,No,
E13427,Yes,2024-05-13
E13428,No,
E13429,No,
E13430,No,
E13431,No,
E13432,No,
E13433,No,
E13434,Yes,2024-03-25
E13435,No,
E13436,No,
E13437,Yes,2023-08-18
E13438,No,
E13439,Yes,2023-06-23
E13440,Yes,2023-10-23
E13441,No,
E13442,No,
E13443,No,
E13444,Yes,2023-09-23
E13445,No,
E13446,No,
E13447,No,
E13448,No,
E13449,No,
E13450,No,
E13451,Yes,2024-09-12
E13452,No,
E13453,No,
E13454,No,
E13455,Yes,2025-02-10
E13456,No,
E13457,No,
E13458,No,
E13459,Yes,2023-04-19
E13460,No,
E13461,No,
E13462,No,
E13463,Yes,2023-08-26
E13464,No,
E13465,No,
E13466,No,
E13467,No,
E13468,Yes,2024-11-13
E13469,No,
E13470,No,
E13471,No,
E13472,No,
E13473,No,
E13474,No,
E13475,No,
E13476,No,
E13477,Yes,2023-10-13
E13478,Yes,2023-05-25
E13479,No,
E13480,Yes,2023-04-09
E13481,No,
E13482,No,
E13483,No,
E13484,No,
E13485,No,
E13486,No,
E13487,Yes,2023-07-31
E13488,No,
E13489,No,
E13490,No,
E13491,No,
E13492,No,
E13493,No,
E13494,No,
E13495,No,
E13496,No,
E13497,No,
E13498,No,
E13499,No,
E13500,No,
E13501,No,
E13502,No,
E13503,Yes,2024-07-19
E13504,No,
E13505,Yes,2024-06-04
E13506,No,
E13507,Yes,2025-02-11
E13508,Yes,2023-06-22
E13509,No,
E13510,No,
E13511,No,
E13512,No,
E13513,Yes,2023-01-29
E13514,No,
E13515,No,
E13516,Yes,2024-09-04
E13517,No,
E13518,No,
E13519,No,
E13520,No,
E13521,No,
E13522,No,
E13523,No,
E13524,No,
E13525,No,
E13526,No,
E13527,Yes,2023-02-10
E13528,No,
E13529,Yes,2024-07-06
E13530,No,
E13531,No,
E13532,No,
E13533,Yes,2024-07-04
E13534,Yes,2025-03-29
E13535,No,
E13536,No,
E13537,No,
E13538,No,
E13539,Yes,2023-07-19
E13540,No,
E13541,No,
E13542,No,
E13543,No,
E13544,No,
E13545,No,
E13546,No,
E13547,No,
E13548,No,
E13549,No,
E13550,No,
E13551,No,
E13552,No,
E13553,No,
E13554,No,
E13555,Yes,2023-01-07
E13556,No,
E13557,No,
E13558,No,
E13559,No,
E13560,No,
E13561,No,
E13562,No,
E13563,No,
E13564,Yes,2024-05-15
E13565,No,
E13566,No,
E13567,No,
E13568,No,
E13569,No,
E13570,No,
E13571,Yes,2023-01-27
E13572,No,
E13573,No,
E13574,No,
E13575,No,
E13576,No,
E13577,No,
E13578,No,
E13579,No,
E13580,No,
E13581,No,
E13582,No,
E13583,Yes,2024-01-14
E13584,No,
E13585,No,
E13586,No,
E13587,No,
E13588,Yes,2023-07-28
E13589,No,
E13590,No,
E13591,No,
E13592,No,
E13593,No,
E13594,No,
E13595,No,
E13596,No,
E13597,No,
E13598,No,
E13599,Yes,2023-10-16
E13600,No,
E13601,No,
E13602,No,
E13603,No,
E13604,No,
E13605,No,
E13606,No,
E13607,No,
E13608,No,
E13609,No,
E13610,Yes,2024-08-07
E13611,No,
E13612,No,
E13613,No,
E13614,No,
E13615,No,
E13616,No,
E13617,No,
E13618,No,
E13619,No,
E13620,No,
E13621,No,
E13622,No,
E13623,No,
E13624,No,
E13625,No,
E13626,No,
E13627,No,
E13628,No,
E13629,Yes,2024-03-12
E13630,No,
E13631,No,
E13632,No,
E13633,No,
E13634,No,
E13635,No,
E13636,No,
E13637,Yes,2025-01-19
E13638,No,
E13639,No,
E13640,No,
E13641,Yes,2024-03-31
E13642,No,
E13643,No,
E13644,No,
E13645,No,
E13646,No,
E13647,No,
E13648,No,
E13649,No,
E13650,Yes,2024-06-17
E13651,No,
E13652,No,
E13653,No,
E13654,No,
E13655,No,
E13656,No,
E13657,No,
E13658,No,
E13659,No,
E13660,Yes,2023-05-10
E13661,No,
E13662,No,
E13663,No,
E13664,No,
E13665,No,
E13666,No,
E13667,No,
E13668,No,
E13669,No,
E13670,No,
E13671,No,
E13672,No,
E13673,No,
E13674,No,
E13675,Yes,2024-04-09
E13676,No,
E13677,No,
E13678,No,
E13679,No,
E13680,No,
E13681,No,
E13682,No,
E13683,No,
E13684,Yes,2023-10-30
E13685,No,
E13686,No,
E13687,No,
E13688,No,
E13689,No,
E13690,No,
E13691,No,
E13692,No,
E13693,No,
E13694,No,
E13695,No,
E13696,No,
E13697,No,
E13698,No,
E13699,No,
E13700,No,
E13701,No,
E13702,No,
E13703,No,
E13704,No,
E13705,No,
E13706,No,
E13707,No,
E13708,No,
E13709,No,
E13710,Yes,2023-04-23
E13711,No,
E13712,No,
E13713,No,
E13714,No,
E13715,Yes,2025-01-03
E13716,Yes,2024-12-24
E13717,No,
E13718,No,
E13719,No,
E13720,No,
E13721,Yes,2023-05-03
E13722,No,
E13723,Yes,2024-03-31
E13724,No,
E13725,No,
E13726,No,
E13727,No,
E13728,No,
E13729,No,
E13730,No,
E13731,No,
E13732,Yes,2024-03-18
E13733,No,
E13734,No,
E13735,No,
E13736,No,
E13737,No,
E13738,No,
E13739,No,
E13740,No,
E13741,Yes,2024-05-20
E13742,No,
E13743,No,
E13744,No,
E13745,No,
E13746,No,
E13747,No,
E13748,No,
E13749,No,
E13750,Yes,2023-09-27
E13751,Yes,2023-03-30
E13752,No,
E13753,No,
E13754,No,
E13755,No,
E13756,No,
E13757,No,
E13758,No,
E13759,No,
E13760,Yes,2023-05-21
E13761,Yes,2023-10-13
E13762,No,
E13763,No,
E13764,No,
E13765,Yes,2025-01-19
E13766,No,
E13767,Yes,2024-11-15
E13768,Yes,2023-04-30
E13769,No,
E13770,No,
E13771,No,
E13772,No,
E13773,No,
E13774,No,
E13775,No,
E13776,Yes,2023-12-29
E13777,No,
E13778,No,
E13779,No,
E13780,Yes,2023-03-22
E13781,No,
E13782,No,
E13783,No,
E13784,No,
E13785,No,
E13786,No,
E13787,Yes,2025-02-01
E13788,Yes,2025-03-23
E13789,No,
E13790,No,
E13791,No,
E13792,No,
E13793,Yes,2023-08-16
E13794,No,
E13795,No,
E13796,No,
E13797,No,
E13798,No,
E13799,No,
E13800,Yes,2025-01-14
E13801,No,
E13802,No,
E13803,No,
E13804,Yes,2023-03-18
E13805,No,
E13806,No,
E13807,No,
E13808,No,
E13809,Yes,2023-12-01
E13810,No,
E13811,No,
E13812,Yes,2023-06-10
E13813,No,
E13814,No,
E13815,No,
E13816,No,
E13817,No,
E13818,No,
E13819,No,
E13820,No,
E13821,No,
E13822,No,
E13823,Yes,2024-06-03
E13824,No,
E13825,No,
E13826,No,
E13827,No,
E13828,No,
E13829,Yes,2023-12-10
E13830,Yes,2023-10-10
E13831,No,
E13832,No,
E13833,No,
E13834,No,
E13835,No,
E13836,No,
E13837,Yes,2024-04-09
E13838,No,
E13839,No,
E13840,No,
E13841,No,
E13842,No,
E13843,No,
E13844,No,
E13845,No,
E13846,Yes,2024-10-07
E13847,No,
E13848,No,
E13849,No,
E13850,No,
E13851,No,
E13852,No,
E13853,No,
E13854,Yes,2025-01-23
E13855,No,
E13856,No,
E13857,No,
E13858,No,
E13859,No,
E13860,No,
E13861,No,
E13862,No,
E13863,No,
E13864,Yes,2024-06-09
E13865,No,
E13866,No,
E13867,No,
E13868,Yes,2024-11-19
E13869,No,
E13870,No,
E13871,No,
E13872,No,
E13873,No,
E13874,No,
E13875,Yes,2025-03-06
E13876,No,
E13877,No,
E13878,No,
E13879,No,
E13880,No,
E13881,No,
E13882,No,
E13883,Yes,2023-03-17
E13884,No,
E13885,No,
E13886,Yes,2024-12-24
E13887,No,
E13888,No,
E13889,Yes,2024-12-05
E13890,No,
E13891,No,
E13892,Yes,2023-11-19
E13893,Yes,2023-02-09
E13894,No,
E13895,No,
E13896,No,
E13897,No,
E13898,No,
E13899,No,
E13900,No,
E13901,No,
E13902,Yes,2024-03-19
E13903,No,
E13904,No,
E13905,No,
E13906,No,
E13907,No,
E13908,Yes,2023-04-13
E13909,No,
E13910,No,
E13911,No,
E13912,No,
E13913,No,
E13914,No,
E13915,No,
E13916,No,
E13917,No,
E13918,No,
E13919,No,
E13920,No,
E13921,No,
E13922,Yes,2024-12-23
E13923,Yes,2025-03-24
E13924,No,
E13925,Yes,2024-06-17
E13926,No,
E13927,Yes,2023-11-22
E13928,No,
E13929,No,
E13930,No,
E13931,No,
E13932,No,
E13933,No,
E13934,Yes,2023-07-14
E13935,No,
E13936,Yes,2024-07-25
E13937,Yes,2024-11-07
E13938,No,
E13939,No,
E13940,No,
E13941,No,
E13942,No,
E13943,No,
E13944,No,
E13945,No,
E13946,Yes,2024-10-03
E13947,No,
E13948,No,
E13949,No,
E13950,No,
E13951,No,
E13952,Yes,2023-02-06
E13953,Yes,2024-10-11
E13954,No,
E13955,No,
E13956,No,
E13957,No,
E13958,Yes,2024-10-04
E13959,No,
E13960,No,
E13961,No,
E13962,No,
E13963,No,
E13964,No,
E13965,No,
E13966,No,
E13967,No,
E13968,No,
E13969,No,
E13970,No,
E13971,No,
E13972,No,
E13973,Yes,2023-01-09
E13974,Yes,2023-09-09
E13975,No,
E13976,No,
E13977,No,
E13978,No,
E13979,No,
E13980,Yes,2023-05-21
E13981,No,
E13982,No,
E13983,Yes,2024-08-23
E13984,No,
E13985,No,
E13986,No,
E13987,No,
E13988,No,
E13989,No,
E13990,No,
E13991,No,
E13992,No,
E13993,No,
E13994,No,
E13995,No,
E13996,Yes,2024-01-21
E13997,No,
E13998,No,
E13999,No,
E14000,No,
E14001,No,
E14002,No,
E14003,No,
E14004,No,
E14005,No,
E14006,Yes,2023-08-14
E14007,No,
E14008,Yes,2024-11-20
E14009,No,
E14010,No,
E14011,No,
E14012,No,
E14013,No,
E14014,Yes,2023-07-20
E14015,No,
E14016,No,
E14017,Yes,2023-09-29
E14018,No,
E14019,Yes,2024-04-26
E14020,No,
E14021,No,
E14022,No,
E14023,No,
E14024,No,
E14025,No,
E14026,No,
E14027,No,
E14028,No,
E14029,No,
E14030,No,
E14031,No,
E14032,No,
E14033,No,
E14034,Yes,2023-06-05
E14035,No,
E14036,Yes,2024-05-11
E14037,No,
E14038,No,
E14039,No,
E14040,Yes,2023-07-11
E14041,Yes,2025-01-21
E14042,No,
E14043,No,
E14044,Yes,2024-05-23
E14045,No,
E14046,No,
E14047,No,
E14048,No,
E14049,No,
E14050,No,
E14051,No,
E14052,No,
E14053,Yes,2023-10-17
E14054,No,
E14055,No,
E14056,No,
E14057,No,
E14058,No,
E14059,No,
E14060,No,
E14061,No,
E14062,No,
E14063,No,
E14064,No,
E14065,No,
E14066,No,
E14067,Yes,2023-05-15
E14068,No,
E14069,No,
E14070,No,
E14071,No,
E14072,No,
E14073,No,
E14074,No,
E14075,Yes,2023-07-23
E14076,No,
E14077,No,
E14078,No,
E14079,No,
E14080,No,
E14081,No,
E14082,No,
E14083,No,
E14084,No,
E14085,No,
E14086,No,
E14087,Yes,2024-10-12
E14088,No,
E14089,No,
E14090,No,
E14091,No,
E14092,No,
E14093,No,
E14094,No,
E14095,Yes,2023-04-01
E14096,No,
E14097,No,
E14098,No,
E14099,Yes,2024-06-12
E14100,No,
E14101,Yes,2025-01-10
E14102,No,
E14103,No,
E14104,No,
E14105,No,
E14106,No,
E14107,Yes,2025-02-06
E14108,No,
E14109,No,
E14110,No,
E14111,Yes,2023-08-08
E14112,No,
E14113,No,
E14114,No,
E14115,No,
E14116,No,
E14117,No,
E14118,Yes,2023-01-04
E14119,No,
E14120,No,
E14121,Yes,2024-03-20
E14122,Yes,2023-03-10
E14123,No,
E14124,No,
E14125,No,
E14126,No,
E14127,No,
E14128,No,
E14129,No,
E14130,No,
E14131,Yes,2024-05-17
E14132,No,
E14133,No,
E14134,No,
E14135,No,
E14136,No,
E14137,No,
E14138,No,
E14139,No,
E14140,No,
E14141,No,
E14142,No,
E14143,No,
E14144,No,
E14145,No,
E14146,Yes,2024-07-25
E14147,No,
E14148,No,
E14149,No,
E14150,No,
E14151,No,
E14152,Yes,2024-09-17
E14153,No,
E14154,Yes,2023-08-02
E14155,No,
E14156,Yes,2024-12-28
E14157,No,
E14158,No,
E14159,Yes,2023-07-02
E14160,No,
E14161,No,
E14162,No,
E14163,No,
E14164,No,
E14165,No,
E14166,No,
E14167,No,
E14168,No,
E14169,Yes,2023-02-09
E14170,No,
E14171,No,
E14172,No,
E14173,No,
E14174,No,
E14175,No,
E14176,No,
E14177,No,
E14178,No,
E14179,No,
E14180,No,
E14181,Yes,2024-03-04
E14182,No,
E14183,Yes,2024-12-05
E14184,No,
E14185,No,
E14186,No,
E14187,No,
E14188,Yes,2023-09-27
E14189,No,
E14190,Yes,2024-09-20
E14191,No,
E14192,No,
E14193,No,
E14194,Yes,2024-01-25
E14195,No,
E14196,Yes,2024-10-08
E14197,No,
E14198,No,
E14199,No,
E14200,No,
E14201,No,
E14202,No,
E14203,No,
E14204,No,
E14205,No,
E14206,No,
E14207,No,
E14208,No,
E14209,No,
E14210,No,
E14211,No,
E14212,No,
E14213,No,
E14214,Yes,2024-08-20
E14215,No,
E14216,No,
E14217,No,
E14218,No,
E14219,Yes,2023-08-29
E14220,No,
E14221,Yes,2024-10-15
E14222,No,
E14223,Yes,2023-12-24
E14224,No,
E14225,No,
E14226,No,
E14227,Yes,2024-05-10
E14228,No,
E14229,No,
E14230,No,
E14231,No,
E14232,No,
E14233,Yes,2024-06-27
E14234,No,
E14235,No,
E14236,Yes,2024-11-03
E14237,No,
E14238,Yes,2023-07-04
E14239,No,
E14240,Yes,2023-11-04
E14241,No,
E14242,Yes,2023-08-26
E14243,No,
E14244,No,
E14245,No,
E14246,Yes,2023-10-27
E14247,No,
E14248,No,
E14249,No,
E14250,Yes,2024-11-15
E14251,No,
E14252,No,
E14253,No,
E14254,No,
E14255,No,
E14256,No,
E14257,No,
E14258,No,
E14259,No,
E14260,No,
E14261,No,
E14262,No,
E14263,No,
E14264,No,
E14265,No,
E14266,No,
E14267,No,
E14268,No,
E14269,No,
E14270,No,
E14271,No,
E14272,Yes,2024-05-11
E14273,No,
E14274,No,
E14275,No,
E14276,No,
E14277,No,
E14278,No,
E14279,No,
E14280,Yes,2024-05-16
E14281,No,
E14282,No,
E14283,No,
E14284,No,
E14285,No,
E14286,No,
E14287,No,
E14288,No,
E14289,Yes,2025-03-26
E14290,No,
E14291,No,
E14292,No,
E14293,No,
E14294,Yes,2024-10-07
E14295,Yes,2024-02-06
E14296,Yes,2024-09-04
E14297,No,
E14298,No,
E14299,Yes,2024-01-01
E14300,No,
E14301,No,
E14302,No,
E14303,No,
E14304,No,
E14305,No,
E14306,No,
E14307,No,
E14308,No,
E14309,Yes,2024-07-10
E14310,No,
E14311,No,
E14312,Yes,2024-05-07
E14313,No,
E14314,No,
E14315,No,
E14316,No,
E14317,No,
E14318,No,
E14319,No,
E14320,No,
E14321,No,
E14322,No,
E14323,No,
E14324,No,
E14325,No,
E14326,Yes,2023-10-30
E14327,No,
E14328,No,
E14329,Yes,2023-04-09
E14330,No,
E14331,Yes,2023-08-13
E14332,No,
E14333,No,
E14334,No,
E14335,No,
E14336,No,
E14337,No,
E14338,No,
E14339,No,
E14340,No,
E14341,No,
E14342,No,
E14343,No,
E14344,No,
E14345,No,
E14346,No,
E14347,No,
E14348,No,
E14349,No,
E14350,No,
E14351,No,
E14352,No,
E14353,No,
E14354,Yes,2023-04-26
E14355,No,
E14356,No,
E14357,Yes,2025-02-12
E14358,No,
E14359,No,
E14360,No,
E14361,No,
E14362,No,
E14363,No,
E14364,No,
E14365,No,
E14366,No,
E14367,No,
E14368,Yes,2025-02-21
E14369,No,
E14370,No,
E14371,Yes,2023-10-22
E14372,No,
E14373,No,
E14374,No,
E14375,No,
E14376,No,
E14377,No,
E14378,No,
E14379,No,
E14380,No,
E14381,No,
E14382,No,
E14383,Yes,2024-03-05
E14384,No,
E14385,No,
E14386,No,
E14387,No,
E14388,No,
E14389,No,
E14390,No,
E14391,No,
E14392,No,
E14393,No,
E14394,No,
E14395,Yes,2024-04-02
E14396,No,
E14397,No,
E14398,No,
E14399,No,
E14400,No,
E14401,No,
E14402,No,
E14403,Yes,2023-11-30
E14404,Yes,2023-09-11
E14405,No,
E14406,No,
E14407,No,
E14408,No,
E14409,No,
E14410,No,
E14411,No,
E14412,No,
E14413,No,
E14414,Yes,2024-11-09
E14415,No,
E14416,No,
E14417,Yes,2024-03-11
E14418,No,
E14419,No,
E14420,No,
E14421,Yes,2023-04-29
E14422,No,
E14423,No,
E14424,Yes,2023-06-30
E14425,No,
E14426,No,
E14427,No,
E14428,No,
E14429,No,
E14430,No,
E14431,Yes,2024-04-20
E14432,Yes,2023-11-23
E14433,No,
E14434,No,
E14435,No,
E14436,No,
E14437,Yes,2024-11-07
E14438,No,
E14439,No,
E14440,Yes,2023-04-27
E14441,No,
E14442,No,
E14443,No,
E14444,No,
E14445,No,
E14446,No,
E14447,No,
E14448,No,
E14449,Yes,2023-12-22
E14450,No,
E14451,Yes,2024-12-14
E14452,No,
E14453,No,
E14454,No,
E14455,No,
E14456,No,
E14457,No,
E14458,No,
E14459,No,
E14460,No,
E14461,No,
E14462,No,
E14463,No,
E14464,No,
E14465,No,
E14466,No,
E14467,Yes,2024-02-12
E14468,No,
E14469,Yes,2024-12-22
E14470,Yes,2023-05-12
E14471,Yes,2025-03-03
E14472,No,
E14473,No,
E14474,No,
E14475,No,
E14476,No,
E14477,No,
E14478,Yes,2024-05-10
E14479,No,
E14480,No,
E14481,No,
E14482,No,
E14483,No,
E14484,Yes,2024-05-15
E14485,No,
E14486,No,
E14487,No,
E14488,No,
E14489,No,
E14490,No,
E14491,No,
E14492,No,
E14493,No,
E14494,No,
E14495,No,
E14496,No,
E14497,No,
E14498,No,
E14499,No,
E14500,No,
E14501,No,
E14502,Yes,2024-09-07
E14503,No,
E14504,No,
E14505,No,
E14506,No,
E14507,No,
E14508,No,
E14509,No,
E14510,Yes,2024-02-26
E14511,No,
E14512,No,
E14513,No,
E14514,No,
E14515,No,
E14516,No,
E14517,No,
E14518,No,
E14519,No,
E14520,No,
E14521,No,
E14522,Yes,2024-12-04
E14523,No,
E14524,No,
E14525,No,
E14526,No,
E14527,Yes,2023-08-29
E14528,No,
E14529,No,
E14530,No,
E14531,No,
E14532,No,
E14533,Yes,2023-01-30
E14534,No,
E14535,No,
E14536,No,
E14537,No,
E14538,No,
E14539,No,
E14540,No,
E14541,No,
E14542,No,
E14543,No,
E14544,No,
E14545,No,
E14546,No,
E14547,No,
E14548,No,
E14549,No,
E14550,No,
E14551,No,
E14552,Yes,2023-10-25
E14553,Yes,2023-10-02
E14554,No,
E14555,No,
E14556,No,
E14557,Yes,2024-06-03
E14558,No,
E14559,No,
E14560,No,
E14561,No,
E14562,No,
E14563,No,
E14564,No,
E14565,No,
E14566,No,
E14567,Yes,2023-08-09
E14568,No,
E14569,Yes,2025-03-12
E14570,Yes,2024-02-23
E14571,No,
E14572,No,
E14573,Yes,2023-03-04
E14574,No,
E14575,No,
E14576,No,
E14577,No,
E14578,No,
E14579,Yes,2024-07-29
E14580,No,
E14581,Yes,2025-03-01
E14582,No,
E14583,No,
E14584,No,
E14585,No,
E14586,No,
E14587,No,
E14588,No,
E14589,No,
E14590,No,
E14591,No,
E14592,No,
E14593,No,
E14594,No,
E14595,No,
E14596,No,
E14597,No,
E14598,Yes,2023-11-27
E14599,No,
E14600,No,
E14601,No,
E14602,No,
E14603,Yes,2023-09-25
E14604,No,
E14605,Yes,2024-11-22
E14606,Yes,2023-11-22
E14607,No,
E14608,No,
E14609,No,
E14610,No,
E14611,No,
E14612,No,
E14613,No,
E14614,No,
E14615,No,
E14616,No,
E14617,No,
E14618,No,
E14619,No,
E14620,No,
E14621,No,
E14622,No,
E14623,No,
E14624,No,
E14625,Yes,2024-02-26
E14626,No,
E14627,No,
E14628,Yes,2024-02-05
E14629,No,
E14630,No,
E14631,No,
E14632,Yes,2024-03-28
E14633,No,
E14634,No,
E14635,No,
E14636,Yes,2024-03-11
E14637,No,
E14638,No,
E14639,No,
E14640,No,
E14641,Yes,2024-02-13
E14642,Yes,2023-09-24
E14643,No,
E14644,No,
E14645,No,
E14646,No,
E14647,No,
E14648,Yes,2023-02-25
E14649,No,
E14650,No,
E14651,No,
E14652,No,
E14653,No,
E14654,No,
E14655,No,
E14656,No,
E14657,No,
E14658,No,
E14659,No,
E14660,No,
E14661,No,
E14662,No,
E14663,No,
E14664,No,
E14665,No,
E14666,No,
E14667,No,
E14668,No,
E14669,No,
E14670,No,
E14671,No,
E14672,No,
E14673,No,
E14674,No,
E14675,Yes,2023-10-02
E14676,No,
E14677,No,
E14678,Yes,2024-05-12
E14679,No,
E14680,No,
E14681,Yes,2025-01-15
E14682,Yes,2023-08-13
E14683,Yes,2023-12-14
E14684,Yes,2024-10-13
E14685,No,
E14686,No,
E14687,No,
E14688,No,
E14689,No,
E14690,Yes,2023-02-16
E14691,Yes,2023-11-12
E14692,No,
E14693,No,
E14694,No,
E14695,No,
E14696,No,
E14697,Yes,2024-04-03
E14698,No,
E14699,No,
E14700,No,
E14701,No,
E14702,No,
E14703,No,
E14704,Yes,2024-02-24
E14705,No,
E14706,Yes,2023-08-15
E14707,No,
E14708,No,
E14709,No,
E14710,No,
E14711,No,
E14712,Yes,2024-08-09
E14713,No,
E14714,No,
E14715,Yes,2023-06-20
E14716,Yes,2024-07-02
E14717,No,
E14718,Yes,2023-07-31
E14719,Yes,2025-03-09
E14720,No,
E14721,No,
E14722,No,
E14723,Yes,2024-10-02
E14724,No,
E14725,No,
E14726,No,
E14727,Yes,2023-04-23
E14728,Yes,2024-09-20
E14729,No,
E14730,No,
E14731,No,
E14732,No,
E14733,No,
E14734,No,
E14735,No,
E14736,No,
E14737,No,
E14738,Yes,2024-09-17
E14739,No,
E14740,No,
E14741,No,
E14742,No,
E14743,Yes,2023-12-04
E14744,No,
E14745,No,
E14746,No,
E14747,Yes,2023-05-13
E14748,No,
E14749,No,
E14750,Yes,2024-09-11
E14751,No,
E14752,No,
E14753,No,
E14754,No,
E14755,No,
E14756,No,
E14757,No,
E14758,Yes,2024-07-06
E14759,Yes,2023-01-21
E14760,No,
E14761,No,
E14762,No,
E14763,No,
E14764,Yes,2025-01-09
E14765,No,
E14766,Yes,2023-01-22
E14767,No,
E14768,No,
E14769,No,
E14770,No,
E14771,No,
E14772,No,
E14773,Yes,2024-01-24
E14774,No,
E14775,Yes,2023-04-03
E14776,No,
E14777,No,
E14778,No,
E14779,No,
E14780,No,
E14781,No,
E14782,Yes,2025-03-10
E14783,No,
E14784,No,
E14785,No,
E14786,No,
E14787,No,
E14788,No,
E14789,No,
E14790,No,
E14791,No,
E14792,Yes,2024-12-22
E14793,No,
E14794,No,
E14795,No,
E14796,No,
E14797,No,
E14798,No,
E14799,Yes,2023-12-08
E14800,Yes,2023-12-28
E14801,No,
E14802,No,
E14803,No,
E14804,No,
E14805,Yes,2025-02-24
E14806,Yes,2025-02-23
E14807,No,
E14808,No,
E14809,No,
E14810,No,
E14811,No,
E14812,No,
E14813,No,
E14814,No,
E14815,No,
E14816,No,
E14817,No,
E14818,No,
E14819,No,
E14820,No,
E14821,Yes,2024-07-20
E14822,No,
E14823,No,
E14824,No,
E14825,No,
E14826,No,
E14827,Yes,2023-03-06
E14828,No,
E14829,Yes,2024-11-01
E14830,No,
E14831,Yes,2023-02-20
E14832,No,
E14833,No,
E14834,No,
E14835,No,
E14836,No,
E14837,No,
E14838,No,
E14839,No,
E14840,No,
E14841,Yes,2024-06-15
E14842,Yes,2023-08-04
E14843,No,
E14844,No,
E14845,No,
E14846,No,
E14847,No,
E14848,No,
E14849,No,
E14850,No,
E14851,Yes,2024-01-06
E14852,No,
E14853,No,
E14854,No,
E14855,No,
E14856,No,
E14857,No,
E14858,No,
E14859,No,
E14860,No,
E14861,No,
E14862,No,
E14863,No,
E14864,No,
E14865,No,
E14866,No,
E14867,No,
E14868,Yes,2024-07-02
E14869,No,
E14870,Yes,2023-07-23
E14871,No,
E14872,No,
E14873,No,
E14874,No,
E14875,No,
E14876,No,
E14877,No,
E14878,Yes,2023-06-10
E14879,No,
E14880,No,
E14881,No,
E14882,Yes,2024-07-02
E14883,No,
E14884,No,
E14885,No,
E14886,No,
E14887,Yes,2024-02-10
E14888,No,
E14889,No,
E14890,No,
E14891,Yes,2025-01-05
E14892,No,
E14893,No,
E14894,No,
E14895,Yes,2023-08-23
E14896,Yes,2023-10-25
E14897,No,
E14898,Yes,2025-03-31
E14899,No,
E14900,No,
E14901,No,
E14902,No,
E14903,No,
E14904,No,
E14905,No,
E14906,No,
E14907,No,
E14908,No,
E14909,No,
E14910,No,
E14911,No,
E14912,No,
E14913,No,
E14914,No,
E14915,Yes,2023-06-15
E14916,No,
E14917,No,
E14918,Yes,2024-01-18
E14919,No,
E14920,No,
E14921,No,
E14922,No,
E14923,No,
E14924,No,
E14925,No,
E14926,No,
E14927,No,
E14928,No,
E14929,No,
E14930,Yes,2023-12-06
E14931,No,
E14932,Yes,2024-02-28
E14933,Yes,2023-08-09
E14934,No,
E14935,No,
E14936,No,
E14937,Yes,2024-07-20
E14938,No,
E14939,No,
E14940,Yes,2025-01-20
E14941,No,
E14942,No,
E14943,No,
E14944,No,
E14945,Yes,2023-09-12
E14946,Yes,2023-01-14
E14947,No,
E14948,No,
E14949,No,
E14950,No,
E14951,No,
E14952,No,
E14953,No,
E14954,Yes,2023-02-06
E14955,No,
E14956,No,
E14957,No,
E14958,No,
E14959,No,
E14960,No,
E14961,No,
E14962,No,
