Employee_ID,Base_Salary,Bonus,Stock_Options,Total_Compensation
E15449,102697,6313,2457,111467
E15450,94601,5329,8619,108549
E15451,128061,27049,8054,163164
E15452,73973,12816,1390,88179
E15453,108306,10826,13069,132201
E15454,67054,2567,2850,72471
E15455,71524,4180,3024,78728
E15456,181019,19881,9621,210521
E15457,93783,15826,2560,112169
E15458,95008,11429,9126,115563
E15459,116925,12406,6511,135842
E15460,96219,15567,2774,114560
E15461,130759,22317,6759,159835
E15462,88204,19075,4644,111923
E15463,150444,22574,27311,200329
E15464,106034,19970,4733,130737
E15465,91915,13820,6704,112439
E15466,123346,21197,11870,156413
E15467,99292,8775,6041,114108
E15468,162449,27445,17150,207044
E15469,146840,18398,24801,190039
E15470,87787,14205,3687,105679
E15471,148748,13045,4064,165857
E15472,99686,15013,2927,117626
E15473,148045,9582,22195,179822
E15474,81477,6068,904,88449
E15475,187018,23847,10286,221151
E15476,75363,8487,78,83928
E15477,56131,9884,1008,67023
E15478,90826,9635,579,101040
E15479,68248,2836,1949,73033
E15480,99053,18406,1238,118697
E15481,123876,9713,12476,146065
E15482,140174,17294,6668,164136
E15483,69915,3640,3256,76811
E15484,157475,20477,14004,191956
E15485,69486,5344,2254,77084
E15486,97349,16550,3170,117069
E15487,86655,10804,333,97792
E15488,133406,14738,6464,154608
E15489,136721,14220,8981,159922
E15490,102999,16301,8034,127334
E15491,188899,19190,10126,218215
E15492,71093,7883,692,79668
E15493,89744,10208,1967,101919
E15494,132590,15486,6466,154542
E15495,92981,4604,2131,99716
E15496,76543,12067,1253,89863
E15497,92246,9966,2711,104923
E15498,146596,13515,26372,186483
E15499,148246,16967,3936,169149
E15500,92138,8580,1350,102068
E15501,89837,8542,1196,99575
E15502,221786,13768,29192,264746
E15503,86074,21043,3840,110957
E15504,73278,4523,3004,80805
E15505,85665,16450,7899,110014
E15506,135436,19169,11089,165694
E15507,115364,18463,5478,139305
E15508,81489,12511,3426,97426
E15509,165197,26687,10519,202403
E15510,83163,5625,2791,91579
E15511,128771,4544,14462,147777
E15512,86973,13330,3881,104184
E15513,101398,10056,14681,126135
E15514,86963,9032,2167,98162
E15515,187604,28410,32701,248715
E15516,82394,6866,4786,94046
E15517,145400,19836,23324,188560
E15518,64165,5642,2223,72030
E15519,154633,4751,27835,187219
E15520,149308,18632,13079,181019
E15521,133789,4492,9706,147987
E15522,116486,15008,8306,139800
E15523,183023,17364,12506,212893
E15524,66391,2047,2305,70743
E15525,87149,8344,4276,99769
E15526,136630,20557,9074,166261
E15527,82129,5322,2584,90035
E15528,147716,12784,20612,181112
E15529,65977,7768,25,73770
E15530,130865,16047,9513,156425
E15531,95701,7077,2379,105157
E15532,152537,8311,25313,186161
E15533,96818,4058,3656,104532
E15534,144177,18927,8153,171257
E15535,104801,4992,17508,127301
E15536,175789,10982,32447,219218
E15537,179943,15221,26056,221220
E15538,199035,23622,35902,258559
E15539,91069,6990,948,99007
E15540,112615,11622,10370,134607
E15541,148888,13793,28346,191027
E15542,112922,9837,1608,124367
E15543,148711,13736,15140,177587
E15544,129340,7835,20259,157434
E15545,131639,22912,6172,160723
E15546,102218,8807,20283,131308
E15547,92068,3816,8583,104467
E15548,145243,25782,7891,178916
E15549,75403,13975,3083,92461
E15550,153994,14299,8700,176993
E15551,110067,17152,5362,132581
E15552,70041,4889,2101,77031
E15553,87937,13476,4849,106262
E15554,108453,18061,8525,135039
E15555,160421,28242,25246,213909
E15556,125755,14977,2443,143175
E15557,132349,11061,10865,154275
E15558,174687,15503,15301,205491
E15559,116561,21770,10929,149260
E15560,176126,17690,17540,211356
E15561,88381,17433,4336,110150
E15562,91219,10359,6035,107613
E15563,128126,22848,12618,163592
E15564,58848,11719,1214,71781
E15565,70927,12117,5904,88948
E15566,113649,11518,21703,146870
E15567,94709,3021,878,98608
E15568,177647,16930,13850,208427
E15569,143831,24002,22357,190190
E15570,79326,7686,1543,88555
E15571,95000,9005,9356,113361
E15572,139574,11585,25127,176286
E15573,192772,26749,38389,257910
E15574,112948,17788,7229,137965
E15575,74719,7712,830,83261
E15576,180268,26571,16567,223406
E15577,109600,10323,4338,124261
E15578,51837,4665,937,57439
E15579,51178,2231,550,53959
E15580,116818,17342,10952,145112
E15581,133054,9633,13458,156145
E15582,104253,25716,425,130394
E15583,111633,10471,15068,137172
E15584,99545,11688,6373,117606
E15585,131985,22570,7099,161654
E15586,111119,5638,12996,129753
E15587,120916,15325,4544,140785
E15588,71880,2568,1063,75511
E15589,97626,13948,5753,117327
E15590,173673,23594,16980,214247
E15591,165889,29142,16325,211356
E15592,93727,4555,409,98691
E15593,216814,28064,40318,285196
E15594,88584,11154,4891,104629
E15595,87956,9084,4990,102030
E15596,63179,2819,1135,67133
E15597,102084,24019,4489,130592
E15598,124713,19816,7056,151585
E15599,99409,4055,28,103492
E15600,87315,10263,4084,101662
E15601,82449,14000,4016,100465
E15602,75870,16122,1640,93632
E15603,161819,12745,18677,193241
E15604,123711,19352,2648,145711
E15605,129744,18974,10414,159132
E15606,116490,10078,3449,130017
E15607,173819,29785,29433,233037
E15608,103556,16242,6341,126139
E15609,63454,3169,918,67541
E15610,109807,11270,10318,131395
E15611,134581,20008,19772,174361
E15612,95758,8914,4485,109157
E15613,150511,13351,13265,177127
E15614,70393,16596,3050,90039
E15615,88502,8605,3783,100890
E15616,141920,25319,26194,193433
E15617,106402,7336,18367,132105
E15618,92655,10464,7829,110948
E15619,120458,20546,10591,151595
E15620,174595,28160,32194,234949
E15621,147943,11839,16801,176583
E15622,55625,4322,609,60556
E15623,113092,3469,6878,123439
E15624,82285,5072,1132,88489
E15625,277403,46311,49777,373491
E15626,147411,21726,29418,198555
E15627,107923,11500,2283,121706
E15628,82498,15145,1930,99573
E15629,99505,9918,1954,111377
E15630,128062,16471,16986,161519
E15631,86434,6504,2066,95004
E15632,109066,15247,8149,132462
E15633,121511,5183,11082,137776
E15634,121364,10669,13405,145438
E15635,119279,19749,13167,152195
E15636,114705,11006,11218,136929
E15637,128160,15082,10747,153989
E15638,121482,13706,15919,151107
E15639,99411,5768,13321,118500
E15640,198390,33234,17096,248720
E15641,132316,19070,7134,158520
E15642,78073,8269,7940,94282
E15643,81966,9952,3720,95638
E15644,79561,17349,150,97060
E15645,75926,2481,664,79071
E15646,79727,12691,2633,95051
E15647,137108,7566,19298,163972
E15648,105891,9287,3784,118962
E15649,124479,19477,2942,146898
E15650,80238,4899,3541,88678
E15651,78650,8285,3661,90596
E15652,75635,6025,2957,84617
E15653,122887,12014,9366,144267
E15654,89210,18624,3519,111353
E15655,162746,15272,15865,193883
E15656,119420,11444,8694,139558
E15657,133600,21727,3538,158865
E15658,101245,3356,5778,110379
E15659,51665,2305,2176,56146
E15660,206823,27309,18086,252218
E15661,152902,5397,8405,166704
E15662,90267,5682,14203,110152
E15663,134787,14226,11877,160890
E15664,165520,14914,6260,186694
E15665,159250,14969,10345,184564
E15666,120902,4925,14349,140176
E15667,101383,8013,959,110355
E15668,125412,7195,6377,138984
E15669,221366,35780,21778,278924
E15670,93936,7740,1904,103580
E15671,101689,9183,12333,123205
E15672,103526,15129,5451,124106
E15673,102590,13252,5174,121016
E15674,79556,12379,3832,95767
E15675,111874,14513,10471,136858
E15676,127325,11707,13838,152870
E15677,152182,19035,14505,185722
E15678,132440,11478,8353,152271
E15679,101284,6419,64,107767
E15680,142810,15704,14227,172741
E15681,99766,22296,924,122986
E15682,81273,8531,2863,92667
E15683,70219,6889,4922,82030
E15684,179874,15818,35286,230978
E15685,246080,39699,40132,325911
E15686,96882,8713,1912,107507
E15687,99692,13042,4138,116872
E15688,73650,6764,201,80615
E15689,145287,16531,13023,174841
E15690,176262,16377,6096,198735
E15691,80376,10081,7003,97460
E15692,148174,20594,14651,183419
E15693,84958,7953,2904,95815
E15694,199947,28864,14363,243174
E15695,91123,4816,270,96209
E15696,82691,15987,93,98771
E15697,76202,6128,1696,84026
E15698,95021,3057,4399,102477
E15699,78302,11137,5571,95010
E15700,85232,14291,7547,107070
E15701,96371,21972,2266,120609
E15702,84396,16736,1597,102729
E15703,112339,15129,2776,130244
E15704,80094,18768,1366,100228
E15705,95124,13925,4065,113114
E15706,89238,12278,4112,105628
E15707,92440,11717,7899,112056
E15708,151154,22257,25841,199252
E15709,78780,8182,98,87060
E15710,113976,12348,6910,133234
E15711,207055,31607,13372,252034
E15712,88427,13112,7893,109432
E15713,82139,3552,1857,87548
E15714,109742,10457,3048,123247
E15715,94631,7112,4654,106397
E15716,84329,13634,1215,99178
E15717,137241,5767,10973,153981
E15718,117231,13265,7639,138135
E15719,201903,34276,24768,260947
E15720,201735,9530,18393,229658
E15721,169764,10709,27264,207737
E15722,65476,4711,948,71135
E15723,92675,3473,9430,105578
E15724,125798,5338,19498,150634
E15725,200121,15467,27159,242747
E15726,88516,8227,1278,98021
E15727,183815,19485,34633,237933
E15728,128369,13816,20260,162445
E15729,216910,29175,20679,266764
E15730,49301,2752,2126,54179
E15731,95358,7835,9242,112435
E15732,136090,26326,13344,175760
E15733,164308,17859,15222,197389
E15734,76108,6854,1526,84488
E15735,85467,3904,2834,92205
E15736,74877,4240,2005,81122
E15737,90895,10335,3712,104942
E15738,132725,23427,11812,167964
E15739,155574,14788,22487,192849
E15740,70079,6318,1947,78344
E15741,74666,7688,3521,85875
E15742,95490,3164,4297,102951
E15743,141853,23716,19990,185559
E15744,115232,14224,2927,132383
E15745,87797,8776,13194,109767
E15746,93470,9992,995,104457
E15747,75039,6124,530,81693
E15748,88576,7944,8758,105278
E15749,110477,12376,10133,132986
E15750,123580,13012,9666,146258
E15751,80200,15288,2354,97842
E15752,91181,6107,9826,107114
E15753,128172,8601,12492,149265
E15754,113539,16515,11408,141462
E15755,120286,10006,6761,137053
E15756,76721,3215,1312,81248
E15757,103048,17400,3914,124362
E15758,62682,6598,2859,72139
E15759,64771,7429,2458,74658
E15760,76167,10013,2442,88622
E15761,80135,4864,1774,86773
E15762,82048,7481,6921,96450
E15763,94800,13655,3117,111572
E15764,110026,11039,7800,128865
E15765,103234,8838,19935,132007
E15766,160875,22466,15346,198687
E15767,83009,18293,6099,107401
E15768,112324,4262,13461,130047
E15769,133380,28186,12160,173726
E15770,71339,12075,5649,89063
E15771,69455,6122,2670,78247
E15772,67783,6206,2205,76194
E15773,75009,14737,3457,93203
E15774,111187,11579,1729,124495
E15775,168649,11082,15172,194903
E15776,66765,7159,1963,75887
E15777,80138,4352,1405,85895
E15778,105957,4277,6196,116430
E15779,191108,16466,37131,244705
E15780,65433,7509,6038,78980
E15781,135296,16997,2819,155112
E15782,78631,6571,3413,88615
E15783,153402,22023,9423,184848
E15784,124981,17054,15718,157753
E15785,102031,4961,7663,114655
E15786,103953,17316,3715,124984
E15787,70865,9329,995,81189
E15788,143178,23277,19103,185558
E15789,63322,9588,3712,76622
E15790,82137,5090,7510,94737
E15791,103183,16850,8717,128750
E15792,93418,9644,1642,104704
E15793,97265,17364,3477,118106
E15794,60034,3115,1241,64390
E15795,85302,12699,6523,104524
E15796,133585,11680,13165,158430
E15797,146968,12945,14371,174284
E15798,134686,16849,3941,155476
E15799,72988,5973,2053,81014
E15800,177201,30309,16647,224157
E15801,128239,20255,9947,158441
E15802,155212,18334,20283,193829
E15803,132195,19680,11368,163243
E15804,125973,13843,19871,159687
E15805,86849,7758,6168,100775
E15806,194130,27323,13863,235316
E15807,91641,12647,4192,108480
E15808,66054,7577,1478,75109
E15809,77481,4668,3710,85859
E15810,136337,15537,11490,163364
E15811,163075,17799,14325,195199
E15812,124012,15762,12257,152031
E15813,176694,23146,20717,220557
E15814,72258,15724,2907,90889
E15815,158580,17569,30102,206251
E15816,121821,11993,15185,148999
E15817,136307,6303,19493,162103
E15818,74854,7018,2450,84322
E15819,73814,3170,2153,79137
E15820,86340,12855,3009,102204
E15821,135528,17196,12711,165435
E15822,74421,2670,399,77490
E15823,92525,7780,2016,102321
E15824,79539,7336,737,87612
E15825,87049,4195,6640,97884
E15826,87051,20918,2545,110514
E15827,125483,12893,6758,145134
E15828,137391,7971,8778,154140
E15829,108140,22752,8474,139366
E15830,94060,4518,4233,102811
E15831,45846,5177,718,51741
E15832,95691,13789,8340,117820
E15833,114457,11148,15834,141439
E15834,75940,3091,1541,80572
E15835,134510,21813,23113,179436
E15836,79839,6483,3145,89467
E15837,120579,11968,23037,155584
E15838,83771,3053,3940,90764
E15839,97649,8277,3404,109330
E15840,176029,26221,16371,218621
E15841,97421,7260,267,104948
E15842,178682,29220,14020,221922
E15843,142487,24787,13669,180943
E15844,98098,4911,16571,119580
E15845,114950,4076,6489,125515
E15846,89058,19233,3375,111666
E15847,184065,23573,27716,235354
E15848,134061,11503,12096,157660
E15849,92025,10433,2188,104646
E15850,97393,10010,6790,114193
E15851,132222,4021,8592,144835
E15852,95535,12134,2342,110011
E15853,164047,19198,31519,214764
E15854,115636,9780,9639,135055
E15855,91880,4749,869,97498
E15856,67775,6547,2964,77286
E15857,97430,10003,9439,116872
E15858,135078,4101,23921,163100
E15859,143747,5689,21638,171074
E15860,171513,30843,6032,208388
E15861,53768,4752,1397,59917
E15862,81709,7488,2700,91897
E15863,169955,20044,26925,216924
E15864,82220,6199,1981,90400
E15865,163883,21432,7933,193248
E15866,123852,14217,11879,149948
E15867,128839,19194,6879,154912
E15868,82705,15374,2862,100941
E15869,146965,25626,25801,198392
E15870,67567,2068,570,70205
E15871,165344,27863,20245,213452
E15872,93690,22707,6012,122409
E15873,61229,2648,1745,65622
E15874,131798,6587,9536,147921
E15875,71141,2458,92,73691
E15876,93781,12685,3119,109585
E15877,107954,9450,15460,132864
E15878,68037,3369,2382,73788
E15879,92240,9841,1029,103110
E15880,115215,19754,5417,140386
E15881,173486,14360,23518,211364
E15882,74834,5659,216,80709
E15883,68275,6988,705,75968
E15884,70414,6037,3101,79552
E15885,79894,4895,616,85405
E15886,53638,5693,440,59771
E15887,94690,16263,7356,118309
E15888,97527,12664,8844,119035
E15889,83384,9651,16314,109349
E15890,114292,19050,9933,143275
E15891,87904,3402,3131,94437
E15892,148368,17153,13487,179008
E15893,62797,3808,1574,68179
E15894,164557,18161,15420,198138
E15895,112456,17964,8728,139148
E15896,68013,9871,1383,79267
E15897,46910,3008,883,50801
E15898,133194,15033,7201,155428
E15899,56888,7509,3983,68380
E15900,103496,9492,9541,122529
E15901,71304,7717,3394,82415
E15902,80003,8149,2617,90769
E15903,147137,8417,8151,163705
E15904,101057,3073,2059,106189
E15905,155599,13560,10810,179969
E15906,116146,11823,7510,135479
E15907,66155,4951,1308,72414
E15908,114797,10999,18440,144236
E15909,88564,10171,6030,104765
E15910,189419,28571,14667,232657
E15911,96151,7615,738,104504
E15912,71548,6137,358,78043
E15913,88419,10036,3283,101738
E15914,63331,7331,1052,71714
E15915,82605,7960,1819,92384
E15916,136972,12648,15639,165259
E15917,109191,17064,7940,134195
E15918,108245,15945,2564,126754
E15919,141081,14325,6827,162233
E15920,102359,12253,496,115108
E15921,188425,16454,10792,215671
E15922,91755,11824,2435,106014
E15923,162805,20396,18430,201631
E15924,192336,19892,14526,226754
E15925,179883,30858,10261,221002
E15926,108265,10395,1324,119984
E15927,76971,4070,11367,92408
E15928,96866,10275,979,108120
E15929,91027,4457,1723,97207
E15930,131978,21887,12691,166556
E15931,185878,15346,32418,233642
E15932,90632,20451,4140,115223
E15933,135148,21967,4414,161529
E15934,55473,3268,1722,60463
E15935,68143,6323,1056,75522
E15936,72810,4563,2972,80345
E15937,166575,29197,9388,205160
E15938,120887,11683,19398,151968
E15939,88728,14589,3987,107304
E15940,92528,11660,317,104505
E15941,101415,13757,8131,123303
E15942,147935,28012,10084,186031
E15943,126208,14790,22716,163714
E15944,125251,12141,8435,145827
E15945,99129,10445,9672,119246
E15946,142018,19781,13214,175013
E15947,87031,16276,2840,106147
E15948,167970,15442,21639,205051
E15949,75981,7035,1516,84532
E15950,141180,12412,9059,162651
E15951,184444,25331,34919,244694
E15952,118831,14071,9420,142322
E15953,189844,31760,19661,241265
E15954,106087,17444,3698,127229
E15955,159832,15583,14254,189669
E15956,146958,25407,7554,179919
E15957,96043,23001,3346,122390
E15958,83240,10349,3376,96965
E15959,85149,4306,248,89703
E15960,122772,13896,21153,157821
E15961,83417,4565,3308,91290
E15962,130782,15429,4027,150238
E15963,70566,2381,968,73915
E15964,120978,20557,7576,149111
E15965,67491,2463,1634,71588
E15966,46268,3594,2241,52103
E15967,68640,6998,6186,81824
E15968,146955,4772,26614,178341
E15969,76491,8337,2308,87136
E15970,137163,20081,25402,182646
E15971,143124,12726,7589,163439
E15972,214854,35479,35312,285645
E15973,155068,23133,14720,192921
E15974,148150,12717,18558,179425
E15975,103355,16596,8134,128085
E15976,56198,5776,1819,63793
E15977,183826,31838,18427,234091
E15978,179638,15557,31011,226206
E15979,70797,6464,2308,79569
E15980,98702,10749,4164,113615
E15981,92326,6546,1691,100563
E15982,142096,13308,9607,165011
E15983,67400,9286,3353,80039
E15984,189274,28297,23503,241074
E15985,157586,17242,11283,186111
E15986,191752,30486,25743,247981
E15987,175960,16319,12829,205108
E15988,68330,11835,1381,81546
E15989,61706,2129,1712,65547
E15990,95595,9378,6614,111587
E15991,167899,9349,11986,189234
E15992,87511,8768,1649,97928
E15993,77037,2413,358,79808
E15994,99271,10132,6529,115932
E15995,85867,3194,13788,102849
E15996,124680,19356,5750,149786
E15997,91481,9094,8673,109248
E15998,123881,14059,4403,142343
E15999,70294,4709,3476,78479
E16000,153543,14547,21652,189742
E16001,84365,8794,1944,95103
E16002,148625,17208,24463,190296
E16003,107236,13530,11709,132475
E16004,109187,16062,2191,127440
E16005,109280,6861,8956,125097
E16006,66570,3696,685,70951
E16007,72730,6678,1779,81187
E16008,160570,19336,25168,205074
E16009,97597,13395,6300,117292
E16010,87954,11415,2485,101854
E16011,93269,8798,8308,110375
E16012,153320,27128,10808,191256
E16013,68926,5404,274,74604
E16014,78382,6020,614,85016
E16015,78268,8366,2034,88668
E16016,122990,11703,9896,144589
E16017,210613,13777,23072,247462
E16018,107255,4895,1077,113227
E16019,71201,5637,1532,78370
E16020,128919,11019,12826,152764
E16021,74066,8314,165,82545
E16022,116044,12159,21860,150063
E16023,181350,26232,9356,216938
E16024,192423,30300,10811,233534
E16025,149462,21353,14208,185023
E16026,92382,17149,3588,113119
E16027,123422,4233,15222,142877
E16028,127139,4093,16107,147339
E16029,96273,10272,2970,109515
E16030,168449,18225,9437,196111
E16031,86651,5336,4154,96141
E16032,77216,12926,2122,92264
E16033,174701,14717,30319,219737
E16034,97272,23758,5284,126314
E16035,160156,14462,8787,183405
E16036,93048,22818,3114,118980
E16037,76047,7126,1369,84542
E16038,210074,36617,16330,263021
E16039,172521,5987,32245,210753
E16040,142373,17760,14133,174266
E16041,109467,12670,2187,124324
E16042,192596,27858,13506,233960
E16043,123563,16641,12279,152483
E16044,160205,14489,21742,196436
E16045,135701,13384,8951,158036
E16046,82163,7981,598,90742
E16047,147479,8084,22400,177963
E16048,70180,3885,2390,76455
E16049,94499,7916,17542,119957
E16050,56714,1809,804,59327
E16051,94691,8087,8483,111261
E16052,83058,6776,4609,94443
E16053,72619,7190,818,80627
E16054,97217,3152,3212,103581
E16055,118482,4575,6504,129561
E16056,68692,5811,2947,77450
E16057,88542,11288,2234,102064
E16058,88019,5540,1755,95314
E16059,114948,7128,8219,130295
E16060,85224,9149,10277,104650
E16061,150631,13223,14550,178404
E16062,81915,19571,584,102070
E16063,79972,4096,430,84498
E16064,70887,5238,701,76826
E16065,65211,15882,3060,84153
E16066,190697,27438,17577,235712
E16067,89628,9422,6145,105195
E16068,68453,16932,988,86373
E16069,101546,10491,16038,128075
E16070,69889,10282,2206,82377
E16071,57793,4850,2773,65416
E16072,77309,14181,1271,92761
E16073,155348,13282,15051,183681
E16074,70947,2910,2764,76621
E16075,92771,18259,3029,114059
E16076,142495,14451,22688,179634
E16077,117260,17342,9588,144190
E16078,127654,17175,11319,156148
E16079,67473,3318,2327,73118
E16080,146891,34348,4901,186140
E16081,85673,5790,1439,92902
E16082,105644,10200,2585,118429
E16083,77381,2745,2913,83039
E16084,81238,17646,6117,105001
E16085,86602,19420,5299,111321
E16086,122024,10738,11994,144756
E16087,94901,7482,1517,103900
E16088,104536,9282,19189,133007
E16089,127999,14303,1163,143465
E16090,174030,14762,33633,222425
E16091,60523,3709,874,65106
E16092,133948,5458,22897,162303
E16093,169587,27862,4915,202364
E16094,101269,6430,2072,109771
E16095,161450,13494,31464,206408
E16096,165707,24444,7440,197591
E16097,104373,12192,17439,134004
E16098,139280,13411,17085,169776
E16099,113138,11532,15930,140600
E16100,102985,10931,14395,128311
E16101,81798,15113,2332,99243
E16102,68309,6892,1651,76852
E16103,89259,13607,851,103717
E16104,87186,7277,1829,96292
E16105,155391,14773,23558,193722
E16106,155537,7010,24248,186795
E16107,71408,7768,2763,81939
E16108,182066,32005,34525,248596
E16109,166074,19972,12353,198399
E16110,113748,16565,10378,140691
E16111,135066,14903,5250,155219
E16112,82826,5806,2245,90877
E16113,119555,16985,4872,141412
E16114,68465,7330,475,76270
E16115,99267,16281,255,115803
E16116,118121,10975,2029,131125
E16117,121524,12745,11874,146143
E16118,78196,8825,4520,91541
E16119,91747,12195,172,104114
E16120,108767,18110,8046,134923
E16121,156850,14407,12590,183847
E16122,241686,37944,14202,293832
E16123,114034,9906,19259,143199
E16124,61001,8845,3398,73244
E16125,183888,30837,36148,250873
E16126,122320,9513,19230,151063
E16127,102847,9008,4431,116286
E16128,102620,24595,10109,137324
E16129,165351,9981,29866,205198
E16130,169838,17742,7691,195271
E16131,116904,15585,5055,137544
E16132,66071,4114,1660,71845
E16133,83141,9317,2252,94710
E16134,185710,14107,25405,225222
E16135,98728,3436,8158,110322
E16136,168398,17481,9801,195680
E16137,58676,2939,1589,63204
E16138,85533,13378,5860,104771
E16139,153080,13255,14793,181128
E16140,125246,14096,16476,155818
E16141,62491,5647,488,68626
E16142,77718,14922,1194,93834
E16143,113147,9989,6539,129675
E16144,185063,25157,9680,219900
E16145,109495,5016,13325,127836
E16146,183874,27109,27452,238435
E16147,95389,16702,9168,121259
E16148,98533,8288,6965,113786
E16149,107171,6705,970,114846
E16150,65172,7114,6034,78320
E16151,70242,3044,3090,76376
E16152,65514,3524,1335,70373
E16153,157248,5077,20186,182511
E16154,221409,31944,27655,281008
E16155,154540,21828,17935,194303
E16156,106236,8001,10567,124804
E16157,93178,5429,4598,103205
E16158,84283,9933,3827,98043
E16159,133190,11418,13321,157929
E16160,188640,31831,26812,247283
E16161,127505,7338,8009,142852
E16162,90227,19244,7185,116656
E16163,79759,8047,3365,91171
E16164,81043,7368,1892,90303
E16165,72492,15385,275,88152
E16166,77063,4184,2244,83491
E16167,75933,9099,208,85240
E16168,144298,18734,12305,175337
E16169,153420,17941,21134,192495
E16170,168886,7878,30506,207270
E16171,138255,6082,14771,159108
E16172,96375,4684,1205,102264
E16173,147675,19732,28177,195584
E16174,190132,25412,35197,250741
E16175,81091,6304,268,87663
E16176,71847,7713,3101,82661
E16177,123741,9918,11662,145321
E16178,156771,16726,18496,191993
E16179,165331,27869,30405,223605
E16180,95157,10942,2128,108227
E16181,138820,13809,3412,156041
E16182,139290,15694,18380,173364
E16183,142470,22975,27127,192572
E16184,118391,16384,7426,142201
E16185,99147,7933,7025,114105
E16186,105891,18266,12277,136434
E16187,107966,7974,7119,123059
E16188,108270,26207,7235,141712
E16189,167889,15683,24126,207698
E16190,133368,8799,19954,162121
E16191,76910,7999,203,85112
E16192,74682,3251,3167,81100
E16193,173684,16944,32568,223196
E16194,53707,3456,770,57933
E16195,96284,10936,3770,110990
E16196,166616,16361,20411,203388
E16197,83867,20409,5241,109517
E16198,122890,11119,10620,144629
E16199,173364,12554,31935,217853
E16200,134457,4247,26051,164755
E16201,81503,6294,2668,90465
E16202,75119,5064,570,80753
E16203,53477,5410,1429,60316
E16204,110108,8845,1665,120618
E16205,117257,13794,13793,144844
E16206,112316,10242,8307,130865
E16207,110904,26311,2845,140060
E16208,85924,13484,873,100281
E16209,80163,6066,3006,89235
E16210,146270,15620,8151,170041
E16211,69946,6409,2105,78460
E16212,168480,29419,15178,213077
E16213,80260,9520,3622,93402
E16214,79060,15514,3293,97867
E16215,109284,8784,20534,138602
E16216,115740,6107,7417,129264
E16217,132559,7263,26407,166229
E16218,65944,9104,473,75521
E16219,85266,8580,3710,97556
E16220,167820,14331,17855,200006
E16221,90731,8730,17535,116996
E16222,131963,13653,7,145623
E16223,165107,27958,25323,218388
E16224,156529,19103,15599,191231
E16225,97611,10616,15040,123267
E16226,99467,14380,7612,121459
E16227,152365,17159,22868,192392
E16228,99025,17119,9739,125883
E16229,147971,18151,23326,189448
E16230,91162,8594,2265,102021
E16231,100203,16292,3990,120485
E16232,91044,9628,7480,108152
E16233,140823,18110,4631,163564
E16234,188627,19981,11189,219797
E16235,160247,14238,12988,187473
E16236,175648,26311,18500,220459
E16237,83315,6791,884,90990
E16238,99829,6588,3828,110245
E16239,113430,5573,20434,139437
E16240,90458,8951,2573,101982
E16241,133470,14408,7100,154978
E16242,174197,31044,9331,214572
E16243,82945,9674,3432,96051
E16244,122202,12957,50,135209
E16245,138306,12010,7087,157403
E16246,82994,8703,3746,95443
E16247,128070,12552,17610,158232
E16248,103715,11873,17676,133264
E16249,73516,5294,496,79306
E16250,128004,16831,8602,153437
E16251,73695,5976,1306,80977
E16252,159551,21475,24087,205113
E16253,97833,14387,3235,115455
E16254,146939,14127,8792,169858
E16255,67676,6366,3302,77344
E16256,61277,6871,891,69039
E16257,84901,7639,2651,95191
E16258,102629,16720,7468,126817
E16259,132669,17529,7402,157600
E16260,88208,6656,11898,106762
E16261,161407,28819,12920,203146
E16262,209918,37671,13326,260915
E16263,124361,10544,13622,148527
E16264,102082,11953,8516,122551
E16265,105878,6725,20684,133287
E16266,76167,6891,1885,84943
E16267,60509,6198,5506,72213
E16268,118082,13960,22646,154688
E16269,84250,17435,1866,103551
E16270,77211,3436,561,81208
E16271,100351,15517,4497,120365
E16272,63380,6488,3233,73101
E16273,182532,16174,21572,220278
E16274,94480,8318,3045,105843
E16275,91953,3623,2966,98542
E16276,91683,6019,2490,100192
E16277,168534,33779,6449,208762
E16278,84312,10470,4138,98920
E16279,265345,44688,29723,339756
E16280,136564,6370,20424,163358
E16281,104180,8851,7420,120451
E16282,75697,8564,915,85176
E16283,87065,3359,1236,91660
E16284,109251,4310,2832,116393
E16285,89160,3683,14589,107432
E16286,133952,15505,11727,161184
E16287,112476,16552,18148,147176
E16288,109688,14683,8759,133130
E16289,111035,12194,4360,127589
E16290,83694,7166,3703,94563
E16291,123282,8653,7136,139071
E16292,122268,14093,7730,144091
E16293,59604,3840,264,63708
E16294,154237,23737,10499,188473
E16295,78071,5938,4457,88466
E16296,110859,7120,16200,134179
E16297,184971,27362,4198,216531
E16298,89595,5276,6699,101570
E16299,111658,5550,4206,121414
E16300,81579,10725,1235,93539
E16301,106654,5946,19477,132077
E16302,67368,7916,331,75615
E16303,90271,4367,2395,97033
E16304,164498,20473,31069,216040
E16305,70451,7874,1455,79780
E16306,67965,2109,1114,71188
E16307,69456,5865,3355,78676
E16308,84190,19408,1786,105384
E16309,78363,3533,2738,84634
E16310,86766,8949,16311,112026
E16311,90693,17859,49,108601
E16312,74830,7776,2130,84736
E16313,120742,4393,4307,129442
E16314,70969,7852,1487,80308
E16315,90452,10985,3043,104480
E16316,93816,16690,7929,118435
E16317,89484,9767,1412,100663
E16318,105010,14411,4815,124236
E16319,158156,21010,4274,183440
E16320,102040,5404,19720,127164
E16321,95764,4699,158,100621
E16322,74300,3797,1749,79846
E16323,103501,15836,6482,125819
E16324,70500,13755,497,84752
E16325,140069,10528,17300,167897
E16326,117873,19255,11105,148233
