employee_idx,attrition_probability,risk_tier,cluster,cluster_persona,base_salary,expected_attrition_cost
4463,0.04045673227699443,Low,1,Stable Performer,131595.0,7985.8555259866225
4464,0.09370504448701966,Low,2,Burnt-Out Overachiever,106148.0,14919.904593312245
4465,0.13316155699548923,Low,0,Disengaged Mid-Tenure,64045.0,12792.497876664162
4466,0.9364427075510405,High,2,Burnt-Out Overachiever,165050.0,231839.80332194886
4467,0.13922713525821687,Low,2,Burnt-Out Overachiever,267727.0,55912.29486191494
4468,0.9357674891627352,High,0,Disengaged Mid-Tenure,51513.0,72306.28600385998
4469,0.6305333509356825,Medium,2,Burnt-Out Overachiever,163451.0,154591.96011568236
4470,0.8466167960949483,High,0,Disengaged Mid-Tenure,66204.0,84074.12755300495
4471,0.15700381404502173,Low,1,Stable Performer,83271.0,19610.796899014505
4472,0.05991890626264506,Low,1,Stable Performer,205656.0,18484.023879525797
4473,0.2840479668442567,Low,0,Disengaged Mid-Tenure,90723.0,38654.525544017255
4474,0.19578292809596423,Low,0,Disengaged Mid-Tenure,72938.0,21420.02281419516
4475,0.052207378649622,Low,3,Underpaid High Performer,96054.0,7522.091323216187
4476,0.18153152676836004,Low,1,Stable Performer,75935.0,20676.894727733128
4477,0.8275841669031315,High,0,Disengaged Mid-Tenure,59137.0,73411.26731722573
4478,0.03688078402170361,Low,1,Stable Performer,160896.0,8900.955938934036
4479,0.06474510427582794,Low,1,Stable Performer,109150.0,10600.39219755993
4480,0.7803689827895903,High,2,Burnt-Out Overachiever,89287.0,104515.20804950123
4481,0.022715172160320866,Low,3,Underpaid High Performer,66821.0,2276.7757783872007
4482,0.04078767277390443,Low,1,Stable Performer,157501.0,9636.148874344082
4483,0.39159581859133086,Medium,2,Burnt-Out Overachiever,105430.0,61928.92073112602
4484,0.04548160743933985,Low,1,Stable Performer,145572.0,9931.27283723937
4485,0.06418464847679652,Low,1,Stable Performer,115858.0,11154.457504837035
4486,0.0671099262696618,Low,1,Stable Performer,130559.0,13142.707295761162
4487,0.15504369797453846,Low,1,Stable Performer,105728.0,24588.690149178005
4488,0.09188575051697488,Low,1,Stable Performer,168314.0,23198.487318771164
4489,0.11467564515237358,Low,1,Stable Performer,97363.0,16747.747258455824
4490,0.07270607959555946,Low,1,Stable Performer,153533.0,16744.173777817545
4491,0.029956407011222253,Low,1,Stable Performer,142162.0,6387.994100294067
4492,0.08396337405030392,Low,1,Stable Performer,129784.0,16345.653806616967
4493,0.03938197330355745,Low,1,Stable Performer,106740.0,6305.447745632583
4494,0.25694192169436253,Low,2,Burnt-Out Overachiever,76288.0,29402.377983329294
4495,0.03787330123837769,Low,1,Stable Performer,171012.0,9715.183487066168
4496,0.11686157891546037,Low,3,Underpaid High Performer,87859.0,15401.012192900149
4497,0.05019514729868627,Low,2,Burnt-Out Overachiever,176158.0,13263.415136762964
4498,0.4534523054751818,Medium,0,Disengaged Mid-Tenure,98743.0,67162.8614993038
4499,0.22180904381040595,Low,1,Stable Performer,105560.0,35121.24399693968
4500,0.16435023536151572,Low,1,Stable Performer,90650.0,22347.5232532821
4501,0.4996131231981749,Medium,3,Underpaid High Performer,72183.0,54095.36110772079
4502,0.15355332443574835,Low,1,Stable Performer,143457.0,33042.448895368725
4503,0.05595310596626345,Low,1,Stable Performer,142541.0,11963.417516305737
4504,0.611884770736528,Medium,0,Disengaged Mid-Tenure,50966.0,46777.97883803683
4505,0.16592952717311157,Low,2,Burnt-Out Overachiever,143674.0,35759.63833060445
4506,0.09090529335541964,Low,1,Stable Performer,95342.0,13000.63871863863
4507,0.04002575584449806,Low,1,Stable Performer,212233.0,12742.179360218035
4508,0.05817366981728525,Low,1,Stable Performer,117345.0,10239.583927064006
4509,0.7953277691095031,High,2,Burnt-Out Overachiever,51826.0,61827.98544280366
4510,0.03338528431297739,Low,1,Stable Performer,182361.0,9132.260748898305
4511,0.05634344493867772,Low,3,Underpaid High Performer,64999.0,5493.40136635367
4512,0.48414695185430345,Medium,0,Disengaged Mid-Tenure,96920.0,70385.28386057864
4513,0.1482132717946737,Low,1,Stable Performer,157889.0,35101.86790558385
4514,0.31627587843946237,Low,0,Disengaged Mid-Tenure,77176.0,36613.360791665924
4515,0.1139972725835446,Low,1,Stable Performer,81353.0,13911.030174733656
4516,0.22401141352396647,Low,2,Burnt-Out Overachiever,79771.0,26804.421702330495
4517,0.48524119542450717,Medium,0,Disengaged Mid-Tenure,75321.0,54823.27812085395
4518,0.1948383384370665,Low,1,Stable Performer,183358.0,53587.75208871546
4519,0.040769382142165043,Low,1,Stable Performer,139021.0,8501.70041217889
4520,0.053575003117216774,Low,1,Stable Performer,119812.0,9628.392410219963
4521,0.34719481452366185,Low,0,Disengaged Mid-Tenure,91248.0,47521.248653482646
4522,0.5191645377250208,Medium,0,Disengaged Mid-Tenure,108556.0,84537.63833591604
4523,0.07543008510823257,Low,1,Stable Performer,148068.0,16753.17276270867
4524,0.3309163380599556,Low,2,Burnt-Out Overachiever,91946.0,45639.650428891015
4525,0.07532486292753192,Low,1,Stable Performer,104543.0,11812.030717549454
4526,0.27621815721636056,Low,1,Stable Performer,91275.0,37817.71844988497
4527,0.4275997904014906,Medium,0,Disengaged Mid-Tenure,73093.0,46881.827219724226
4528,0.04469700075174337,Low,1,Stable Performer,147356.0,9879.556864160844
4529,0.06247410897841911,Low,1,Stable Performer,141533.0,13263.222099063887
4530,0.10570798411313295,Low,1,Stable Performer,84821.0,13449.385380690075
4531,0.07193560604617452,Low,1,Stable Performer,231568.0,24986.97663135081
4532,0.7128514577515721,High,2,Burnt-Out Overachiever,85206.0,91108.83196377067
4533,0.21826712071240384,Low,1,Stable Performer,173913.0,56939.23464668443
4534,0.11801355369198507,Low,1,Stable Performer,89271.0,15802.781927455799
4535,0.09331676706479229,Low,1,Stable Performer,151494.0,21205.395464570465
4536,0.12013264710938296,Low,0,Disengaged Mid-Tenure,67685.0,12196.767329397879
4537,0.03387578788230489,Low,1,Stable Performer,117351.0,5963.036375664542
4538,0.07555298220035511,Low,1,Stable Performer,206803.0,23436.875066970057
4539,0.031109851808241162,Low,1,Stable Performer,153990.0,7185.909119926585
4540,0.626281409593552,Medium,0,Disengaged Mid-Tenure,103426.0,97160.67160293408
4541,0.06162169105182704,Low,3,Underpaid High Performer,64699.0,5980.2926840432365
4542,0.04206058901580985,Low,1,Stable Performer,142835.0,9011.5863481098
4543,0.5925270879314234,Medium,0,Disengaged Mid-Tenure,59148.0,52570.18829545175
4544,0.19109349128847797,Low,1,Stable Performer,78027.0,22365.677767149107
4545,0.027148568518005768,Low,1,Stable Performer,217761.0,8867.849143574182
4546,0.071671467900076,Low,2,Burnt-Out Overachiever,169001.0,18168.824619871117
4547,0.038043452970917734,Low,1,Stable Performer,135816.0,7750.364413047244
4548,0.08128089930098853,Low,1,Stable Performer,110706.0,13497.424857022854
4549,0.061952298581444507,Low,1,Stable Performer,110203.0,10240.993740856393
4550,0.30221114728070225,Low,0,Disengaged Mid-Tenure,94587.0,42877.868681759675
4551,0.046933399835731124,Low,1,Stable Performer,148384.0,10446.24840183769
4552,0.8986623769558688,High,0,Disengaged Mid-Tenure,116092.0,156491.26899834108
4553,0.125470071942701,Low,1,Stable Performer,97347.0,18321.202640109168
4554,0.23497346102832242,Low,2,Burnt-Out Overachiever,88597.0,31226.915590089422
4555,0.17148958988949878,Low,0,Disengaged Mid-Tenure,84987.0,21861.57866390825
4556,0.6770192141072917,High,0,Disengaged Mid-Tenure,90065.0,91463.60327785985
4557,0.23930978182633833,Low,0,Disengaged Mid-Tenure,60496.0,21715.926842049244
4558,0.38313443061778585,Medium,0,Disengaged Mid-Tenure,96870.0,55671.348440917376
4559,0.672091814558941,High,0,Disengaged Mid-Tenure,71907.0,72492.15916423465
4560,0.03637723758058577,Low,1,Stable Performer,125145.0,6828.644095533608
4561,0.4263697551587594,Medium,0,Disengaged Mid-Tenure,68904.0,44067.872414188736
4562,0.041018914951236884,Low,1,Stable Performer,140235.0,8628.431307280056
4563,0.032565251145274816,Low,1,Stable Performer,184579.0,9016.29223671552
4564,0.6762682041863544,High,0,Disengaged Mid-Tenure,158872.0,161160.12320324173
4565,0.11404160905643104,Low,1,Stable Performer,144313.0,24686.5300916411
4566,0.5570760333233763,Medium,0,Disengaged Mid-Tenure,82077.0,68584.69438062413
4567,0.13226807276367805,Low,1,Stable Performer,73845.0,14651.003749850708
4568,0.7029366120122776,High,0,Disengaged Mid-Tenure,82974.0,87488.19366766009
4569,0.12054997274843698,Low,1,Stable Performer,94877.0,17156.129646680183
4570,0.026474833092651466,Low,3,Underpaid High Performer,115198.0,4574.771733910896
4571,0.18597801044922507,Low,1,Stable Performer,87117.0,24302.769504457712
4572,0.8181213123549175,High,0,Disengaged Mid-Tenure,87727.0,107656.99255343976
4573,0.32263484148354077,Low,0,Disengaged Mid-Tenure,96441.0,46672.840121271234
4574,0.03471006519875062,Low,1,Stable Performer,127181.0,6621.691203063454
4575,0.24102267089269921,Low,1,Stable Performer,101814.0,36809.223321403915
4576,0.08281296291498341,Low,1,Stable Performer,66800.0,8297.858884081337
4577,0.2211767532929096,Low,1,Stable Performer,128649.0,42681.25220156929
4578,0.4662757321515291,Medium,0,Disengaged Mid-Tenure,70550.0,49343.62935493557
4579,0.10049811711370824,Low,1,Stable Performer,77293.0,11651.701449104776
4580,0.3949813213997778,Medium,0,Disengaged Mid-Tenure,48557.0,28768.66203481352
4581,0.206838345069749,Low,1,Stable Performer,76591.0,23762.933530855717
4582,0.046611404396935896,Low,1,Stable Performer,101682.0,7109.311232833854
4583,0.20431330775112727,Low,0,Disengaged Mid-Tenure,119678.0,36677.712067559114
4584,0.04673091094582695,Low,1,Stable Performer,147572.0,10344.260985146362
4585,0.656573740457134,High,0,Disengaged Mid-Tenure,58963.0,58070.33618786099
4586,0.1647479134741147,Low,1,Stable Performer,72881.0,18010.489022860427
4587,0.05754839506913874,Low,1,Stable Performer,194974.0,16830.661170315383
4588,0.04852196176994043,Low,1,Stable Performer,99350.0,7230.985352765373
4589,0.06260867850319257,Low,1,Stable Performer,164228.0,15423.147079833465
4590,0.2749148923620089,Low,1,Stable Performer,79265.0,32686.693414611953
4591,0.3678680542507585,Medium,0,Disengaged Mid-Tenure,116206.0,64122.71266839547
4592,0.023549831882566447,Low,3,Underpaid High Performer,93917.0,3317.5943413724895
4593,0.3704106822399315,Medium,0,Disengaged Mid-Tenure,83470.0,46377.269469850624
4594,0.3610471292450315,Medium,0,Disengaged Mid-Tenure,77259.0,41841.21023751284
4595,0.16926406144212866,Low,1,Stable Performer,95168.0,24162.78329898675
4596,0.07700118652134068,Low,2,Burnt-Out Overachiever,84909.0,9807.140619510774
4597,0.49401111656490987,Medium,2,Burnt-Out Overachiever,113557.0,84147.6305456422
4598,0.04159399253374564,Low,1,Stable Performer,89414.0,5578.627872618499
4599,0.19129853304078015,Low,1,Stable Performer,67849.0,19469.121252425837
4600,0.025677037790015712,Low,2,Burnt-Out Overachiever,119545.0,4604.342223911142
4601,0.038979858681438745,Low,1,Stable Performer,209078.0,12224.746340096775
4602,0.35865115539202064,Medium,2,Burnt-Out Overachiever,101647.0,54683.720988199086
4603,0.09815178126761687,Low,1,Stable Performer,91540.0,13477.221085856472
4604,0.4035870757474324,Medium,2,Burnt-Out Overachiever,88598.0,53635.51160560652
4605,0.30226307163350585,Low,0,Disengaged Mid-Tenure,107722.0,48840.57390375678
4606,0.08549988594523143,Low,2,Burnt-Out Overachiever,188589.0,24186.506985787877
4607,0.14311291845172155,Low,1,Stable Performer,175264.0,37623.81380928379
4608,0.812042323345999,High,0,Disengaged Mid-Tenure,46723.0,56911.58021054267
4609,0.08997149387832205,Low,1,Stable Performer,88254.0,11910.516331106151
4610,0.13025980407144447,Low,1,Stable Performer,94989.0,18559.87279341366
4611,0.15942213812924133,Low,1,Stable Performer,119277.0,28523.091554462277
4612,0.04763929256218438,Low,3,Underpaid High Performer,68810.0,4917.089581805861
4613,0.031049144101511127,Low,1,Stable Performer,151426.0,7052.471542073135
4614,0.4200720077371755,Medium,0,Disengaged Mid-Tenure,100988.0,63633.34787604282
4615,0.2976378050635957,Low,1,Stable Performer,74331.0,33185.5735322732
4616,0.20351366568364546,Low,2,Burnt-Out Overachiever,95346.0,29106.32095240929
4617,0.051446678729522535,Low,1,Stable Performer,100036.0,7719.779930079774
4618,0.39502003881867487,Medium,0,Disengaged Mid-Tenure,89556.0,53064.62189466787
4619,0.09404831308888119,Low,1,Stable Performer,139388.0,19663.809397249457
4620,0.156465034179189,Low,0,Disengaged Mid-Tenure,104611.0,24551.945535778712
4621,0.05636504861017876,Low,1,Stable Performer,128182.0,10837.476991424901
4622,0.03836511769515291,Low,1,Stable Performer,161418.0,9289.230852174289
4623,0.038560207652378144,Low,1,Stable Performer,140251.0,8112.161525180531
4624,0.7829731929111445,High,0,Disengaged Mid-Tenure,63848.0,74986.90863148613
4625,0.31636810742742827,Low,0,Disengaged Mid-Tenure,88724.0,42104.165945086716
4626,0.07359748213322576,Low,1,Stable Performer,115398.0,12739.503364814978
4627,0.5945028191864689,Medium,3,Underpaid High Performer,63058.0,56232.23815839053
4628,0.11138395013893908,Low,1,Stable Performer,87435.0,14608.283520597208
4629,0.038283123368482844,Low,3,Underpaid High Performer,81388.0,4673.680267071122
4630,0.3906367174744707,Medium,1,Stable Performer,173833.0,101858.3287631095
4631,0.9163191042883654,High,2,Burnt-Out Overachiever,85261.0,117189.42472609549
4632,0.05904162687815911,Low,1,Stable Performer,103057.0,9126.979411773666
4633,0.09711531808447198,Low,1,Stable Performer,99719.0,14526.363606098192
4634,0.053192202252034554,Low,1,Stable Performer,177656.0,14174.870824931177
4635,0.7280323756815067,High,2,Burnt-Out Overachiever,107656.0,117565.58015455243
4636,0.41725736518727446,Medium,0,Disengaged Mid-Tenure,76832.0,48088.07682310301
4637,0.220409438244689,Low,0,Disengaged Mid-Tenure,65989.0,21816.897630493175
4638,0.11032730056581633,Low,1,Stable Performer,108867.0,18016.503346048088
4639,0.044451632264078035,Low,1,Stable Performer,97430.0,6496.383797233684
4640,0.7683130685232477,High,0,Disengaged Mid-Tenure,49075.0,56557.44575666757
4641,0.8690358871471501,High,0,Disengaged Mid-Tenure,82089.0,107007.4304100336
4642,0.04737712328250557,Low,1,Stable Performer,104844.0,7450.81067014652
4643,0.10896557061243639,Low,1,Stable Performer,192049.0,31390.093305821694
4644,0.029313882594639223,Low,1,Stable Performer,94684.0,4163.33348938623
4645,0.0516570049861276,Low,1,Stable Performer,100873.0,7816.195595948475
4646,0.13249645322218515,Low,1,Stable Performer,98825.0,19640.94298452367
4647,0.7382093570524495,High,0,Disengaged Mid-Tenure,77693.0,86030.54936621393
4648,0.14324186387159735,Low,1,Stable Performer,172756.0,37118.83715250251
4649,0.07734034869231737,Low,2,Burnt-Out Overachiever,174306.0,20221.33022874461
4650,0.04984056299826973,Low,2,Burnt-Out Overachiever,122918.0,9189.453483931979
4651,0.053418341563478286,Low,1,Stable Performer,129962.0,10413.531759409147
4652,0.032454585619515995,Low,3,Underpaid High Performer,75876.0,3693.7862076995934
4653,0.0665002323873512,Low,1,Stable Performer,194451.0,19396.55503192924
4654,0.1339862814529721,Low,1,Stable Performer,70465.0,14162.014983875517
4655,0.1811378520606771,Low,1,Stable Performer,181319.0,49265.601296684865
4656,0.10548585381040866,Low,1,Stable Performer,109683.0,17355.00735523058
4657,0.05410008354707646,Low,3,Underpaid High Performer,87345.0,7088.05769612909
4658,0.06736233820066581,Low,1,Stable Performer,209928.0,21211.861400684058
4659,0.04577166571434797,Low,1,Stable Performer,127222.0,8734.744283266167
4660,0.14241102534253794,Low,3,Underpaid High Performer,87788.0,18752.968639156083
4661,0.04916982137856644,Low,1,Stable Performer,106567.0,7859.820532274534
4662,0.5035722915398182,Medium,0,Disengaged Mid-Tenure,67061.0,50655.092164427624
4663,0.04129787023278924,Low,1,Stable Performer,195656.0,12120.264147399917
4664,0.09961710437099579,Low,1,Stable Performer,146079.0,21827.95048411604
4665,0.16455112238574504,Low,1,Stable Performer,93267.0,23020.784297326925
4666,0.13712950133944052,Low,2,Burnt-Out Overachiever,124294.0,25566.56135922663
4667,0.06469918333972963,Low,1,Stable Performer,148047.0,14367.779993845428
4668,0.21346410672298352,Low,0,Disengaged Mid-Tenure,60463.0,19360.02042718763
4669,0.21134623057363944,Low,1,Stable Performer,114872.0,36416.646297682666
4670,0.23648757788498453,Low,1,Stable Performer,78586.0,27876.91919350409
4671,0.04291875279384553,Low,1,Stable Performer,113754.0,7323.269707966657
4672,0.17042756668725895,Low,2,Burnt-Out Overachiever,115402.0,29501.523076264584
4673,0.050505048829698626,Low,1,Stable Performer,104549.0,7920.378525144242
4674,0.3320861986854594,Low,0,Disengaged Mid-Tenure,98789.0,49209.695222906776
4675,0.050959514877466715,Low,1,Stable Performer,139280.0,10646.461848200346
4676,0.3264589231801542,Low,1,Stable Performer,180420.0,88349.57838024513
4677,0.7674194493725982,High,0,Disengaged Mid-Tenure,94503.0,108785.16033608797
4678,0.2164603542630951,Low,1,Stable Performer,89349.0,29010.774289579924
4679,0.05099894880435629,Low,2,Burnt-Out Overachiever,102647.0,7852.33364688114
4680,0.4649460186984802,Medium,0,Disengaged Mid-Tenure,81913.0,57127.68484447291
4681,0.9473346056540431,High,0,Disengaged Mid-Tenure,102505.0,145659.80062885155
4682,0.4786916827790204,Medium,0,Disengaged Mid-Tenure,105793.0,75963.34379436135
4683,0.9145114823365067,High,0,Disengaged Mid-Tenure,64063.0,87879.52363938544
4684,0.32708602608635656,Low,0,Disengaged Mid-Tenure,122924.0,60310.08400595894
4685,0.0918040141631298,Low,1,Stable Performer,60978.0,8397.037763458993
4686,0.04925296121769533,Low,2,Burnt-Out Overachiever,130799.0,9663.357111469997
4687,0.06960855712321602,Low,2,Burnt-Out Overachiever,176356.0,18413.830050032826
4688,0.025216184413034817,Low,3,Underpaid High Performer,72874.0,2756.406334373249
4689,0.821593344864348,High,0,Disengaged Mid-Tenure,74472.0,91778.54936810659
4690,0.5914317388988173,Medium,2,Burnt-Out Overachiever,140901.0,124999.98516387338
4691,0.23315010176967327,Low,1,Stable Performer,129987.0,45459.72341810178
4692,0.33757009352569534,Low,0,Disengaged Mid-Tenure,82004.0,41523.14692422168
4693,0.034676708805536374,Low,3,Underpaid High Performer,118101.0,6143.030979963977
4694,0.02913580779996183,Low,1,Stable Performer,104823.0,4581.154171523098
4695,0.1688428936290749,Low,1,Stable Performer,153908.0,38979.40810899549
4696,0.02884135394346845,Low,3,Underpaid High Performer,88991.0,3849.931393174801
4697,0.04887345524122445,Low,2,Burnt-Out Overachiever,99269.0,7277.428542511665
4698,0.062045419662005816,Low,1,Stable Performer,219142.0,20395.136033356917
4699,0.843679169112569,High,0,Disengaged Mid-Tenure,72854.0,92198.10327979065
4700,0.054265760172116394,Low,1,Stable Performer,165882.0,13502.569243306518
4701,0.04798917065642082,Low,2,Burnt-Out Overachiever,113691.0,8183.9052016487085
4702,0.21017542537997416,Low,2,Burnt-Out Overachiever,110359.0,34792.12465426285
4703,0.5544436693027094,Medium,2,Burnt-Out Overachiever,145368.0,120897.55097879439
4704,0.21703062855098007,Low,2,Burnt-Out Overachiever,74371.0,24211.17731394741
4705,0.0847826122941332,Low,0,Disengaged Mid-Tenure,83486.0,10617.241754982006
4706,0.1974231445689391,Low,2,Burnt-Out Overachiever,93085.0,27565.700118299545
4707,0.04525623309475413,Low,1,Stable Performer,138255.0,9385.350759772848
4708,0.12933390321749522,Low,1,Stable Performer,146413.0,28404.24715767469
4709,0.3536751148162761,Medium,0,Disengaged Mid-Tenure,82120.0,43565.70064306889
4710,0.08447446579352351,Low,1,Stable Performer,70409.0,8921.643993084295
4711,0.14605731247974532,Low,0,Disengaged Mid-Tenure,73231.0,16043.884575306345
4712,0.45438837091588985,Medium,0,Disengaged Mid-Tenure,77834.0,53050.29669280106
4713,0.03476326991027131,Low,1,Stable Performer,97063.0,5061.340900950996
4714,0.08192048404294161,Low,2,Burnt-Out Overachiever,89822.0,11037.392576557651
4715,0.49108207420246847,Medium,0,Disengaged Mid-Tenure,74255.0,54697.949129856446
4716,0.13065409554087135,Low,1,Stable Performer,82879.0,16242.721176497815
4717,0.6855347183826831,High,0,Disengaged Mid-Tenure,123345.0,126835.91975836807
4718,0.8186181481376213,High,0,Disengaged Mid-Tenure,61564.0,75596.11150791678
4719,0.44007266702486897,Medium,0,Disengaged Mid-Tenure,120398.0,79475.80344669026
4720,0.0564455620571459,Low,1,Stable Performer,146294.0,12386.470583382154
4721,0.04818501332203016,Low,2,Burnt-Out Overachiever,187631.0,13561.503351938762
4722,0.1563426600399489,Low,1,Stable Performer,91366.0,21426.605215814958
4723,0.037256765105760314,Low,1,Stable Performer,80912.0,4521.7790673559175
4724,0.044526484706234847,Low,1,Stable Performer,180727.0,12070.707002255558
4725,0.04833006809199995,Low,1,Stable Performer,144712.0,10490.911220594246
4726,0.4798403209041529,Medium,0,Disengaged Mid-Tenure,103132.0,74230.33796323065
4727,0.383326531026038,Medium,1,Stable Performer,154270.0,88703.67591208032
4728,0.11879406333461871,Low,0,Disengaged Mid-Tenure,117992.0,21025.123681467496
4729,0.048075870354732486,Low,1,Stable Performer,155445.0,11209.730500937087
4730,0.10542061199728815,Low,1,Stable Performer,204591.0,32352.16264370577
4731,0.07184885181463072,Low,1,Stable Performer,227464.0,24514.54084374474
4732,0.04116314826091079,Low,1,Stable Performer,147764.0,9123.647159437833
4733,0.4693953922707874,Medium,2,Burnt-Out Overachiever,91795.0,64632.2250502454
4734,0.17734777669469262,Low,1,Stable Performer,91119.0,24239.628096965545
4735,0.07413018136867486,Low,1,Stable Performer,235253.0,26159.0213362873
4736,0.14669744125763437,Low,2,Burnt-Out Overachiever,67750.0,14908.127467807093
4737,0.712155284960936,High,0,Disengaged Mid-Tenure,98239.0,104942.13455891609
4738,0.1502701793512816,Low,1,Stable Performer,93113.0,20988.160814903826
4739,0.10794012272883063,Low,1,Stable Performer,105737.0,17119.89713546755
4740,0.07697090365417082,Low,1,Stable Performer,147801.0,17064.564796485152
4741,0.12156562474972356,Low,1,Stable Performer,166697.0,30396.937423357
4742,0.2560275906253798,Low,1,Stable Performer,161690.0,62095.651692326486
4743,0.1841947846492167,Low,0,Disengaged Mid-Tenure,72722.0,20092.519693890506
4744,0.19713955647836207,Low,0,Disengaged Mid-Tenure,84542.0,24999.85857569053
4745,0.09845589100146371,Low,1,Stable Performer,108414.0,16010.99545054903
4746,0.046220634691775016,Low,2,Burnt-Out Overachiever,174218.0,12078.69980209749
4747,0.035892944213751374,Low,1,Stable Performer,168834.0,9089.92401507675
4748,0.1388359053880731,Low,1,Stable Performer,102647.0,21376.633770554312
4749,0.4538039422902574,Medium,2,Burnt-Out Overachiever,115675.0,78740.65653663829
4750,0.32826855239409086,Low,0,Disengaged Mid-Tenure,71947.0,35426.90630864648
4751,0.17109255351190522,Low,1,Stable Performer,118113.0,30312.382159427492
4752,0.04973100138964341,Low,1,Stable Performer,128340.0,9573.715077520254
4753,0.19104648673898797,Low,3,Underpaid High Performer,104570.0,29966.59667744396
4754,0.07035441020043842,Low,1,Stable Performer,135556.0,14305.443643695946
4755,0.04973681997973533,Low,1,Stable Performer,135105.0,10079.539595043212
4756,0.1758182069722403,Low,2,Burnt-Out Overachiever,123657.0,32611.728029349477
4757,0.3307713077011387,Low,1,Stable Performer,120648.0,59860.345097290476
4758,0.5689727480364332,Medium,0,Disengaged Mid-Tenure,85276.0,72779.58009233231
4759,0.28131397000855196,Low,0,Disengaged Mid-Tenure,108820.0,45918.87932449594
4760,0.058788554029201814,Low,3,Underpaid High Performer,78654.0,6935.93239291926
4761,0.22912721423893456,Low,0,Disengaged Mid-Tenure,154399.0,53065.51912691589
4762,0.09623081630516152,Low,1,Stable Performer,65456.0,9448.326468105979
4763,0.4238354953494379,Medium,2,Burnt-Out Overachiever,83543.0,53112.73318196713
4764,0.03403730358363837,Low,3,Underpaid High Performer,65150.0,3326.29549271106
4765,0.6626975907039048,High,0,Disengaged Mid-Tenure,101605.0,101000.08305520537
4766,0.5556258759610873,Medium,0,Disengaged Mid-Tenure,124165.0,103483.9303330626
4767,0.08774270242595313,Low,1,Stable Performer,173763.0,22869.65280246134
4768,0.0793167168103439,Low,2,Burnt-Out Overachiever,155043.0,18446.252586639224
4769,0.5254878685100692,Medium,2,Burnt-Out Overachiever,94206.0,74256.16521128938
4770,0.22450417445115486,Low,1,Stable Performer,117130.0,39444.260930195655
4771,0.13070555417456922,Low,2,Burnt-Out Overachiever,83301.0,16331.855052443687
4772,0.42680345181175605,Medium,0,Disengaged Mid-Tenure,89935.0,57576.85265803542
4773,0.12009205398177998,Low,1,Stable Performer,119652.0,21553.881664541907
4774,0.4721654190084058,Medium,2,Burnt-Out Overachiever,62265.0,44099.06972183758
4775,0.04595365928357855,Low,1,Stable Performer,156140.0,10762.806540806932
4776,0.11861910721418573,Low,1,Stable Performer,239080.0,42539.18422915129
4777,0.1961125026122373,Low,1,Stable Performer,145722.0,42866.85915849067
4778,0.606959278936261,Medium,0,Disengaged Mid-Tenure,88321.0,80410.87571239426
4779,0.11037002587140775,Low,1,Stable Performer,161142.0,26677.870063455583
4780,0.12423178350835788,Low,2,Burnt-Out Overachiever,159052.0,29638.970445857005
4781,0.3593181385611032,Medium,0,Disengaged Mid-Tenure,106564.0,57435.5671764381
4782,0.07493764223222141,Low,1,Stable Performer,156974.0,17644.892177641086
4783,0.09927424413864744,Low,1,Stable Performer,85421.0,12720.157812851105
4784,0.20128837719612952,Low,1,Stable Performer,81142.0,24499.41225367251
4785,0.14264621563417998,Low,1,Stable Performer,137404.0,29400.240919498297
4786,0.06930134397790357,Low,1,Stable Performer,99533.0,10346.656005229013
4787,0.525592388871357,Medium,0,Disengaged Mid-Tenure,85947.0,67759.63356948977
4788,0.019847579269121354,Low,3,Underpaid High Performer,71223.0,2120.4062074269455
4789,0.21164802992018825,Low,1,Stable Performer,69703.0,22128.75394429032
4790,0.06331288713624963,Low,1,Stable Performer,179632.0,17059.530813088193
4791,0.7016974877780318,High,0,Disengaged Mid-Tenure,54263.0,57114.31616894901
4792,0.061085261536757314,Low,2,Burnt-Out Overachiever,179984.0,16491.554568647593
4793,0.0792617697470761,Low,1,Stable Performer,127840.0,15199.236966699315
4794,0.15399694822887047,Low,1,Stable Performer,90660.0,20942.044989644095
4795,0.06784878188995383,Low,1,Stable Performer,189516.0,19287.644622984735
4796,0.05091504050506441,Low,1,Stable Performer,178052.0,13598.287188011593
4797,0.02773305616540877,Low,1,Stable Performer,147043.0,6116.927666595302
4798,0.18180594276506665,Low,1,Stable Performer,137328.0,37450.56976206161
4799,0.39796152050489336,Medium,0,Disengaged Mid-Tenure,95851.0,57217.5145528718
4800,0.28990584668603897,Low,1,Stable Performer,132179.0,57479.197363670915
4801,0.035215113784918525,Low,1,Stable Performer,122494.0,6470.460221954715
4802,0.723445253467189,High,0,Disengaged Mid-Tenure,74807.0,81178.15361418002
4803,0.06406428223542841,Low,1,Stable Performer,151182.0,14528.049475374808
4804,0.43620541558824244,Medium,0,Disengaged Mid-Tenure,113265.0,74110.20959490343
4805,0.09092556246466305,Low,3,Underpaid High Performer,70923.0,9673.070500021946
4806,0.057509512730592266,Low,1,Stable Performer,99520.0,8585.020060422814
4807,0.5915453033396542,Medium,0,Disengaged Mid-Tenure,81110.0,71970.35933081902
4808,0.1693378486058374,Low,0,Disengaged Mid-Tenure,81724.0,20758.449509195183
4809,0.18055005515327407,Low,2,Burnt-Out Overachiever,108074.0,29269.149990952414
4810,0.02969208453276404,Low,1,Stable Performer,185625.0,8267.389787091486
4811,0.05714644724007236,Low,1,Stable Performer,210220.0,18019.989208212017
